Time	Charge	Current	CapacitorEnergy	InductorEnergy	TotalEnergy	DissipatedPower
0	0	0	0	0	0	0
0.000696685249421889	1.69706934021443e-06	0.00742735517838334	1.44002217274792e-09	2.75828024729289e-06	2.75972026946564e-06	0.000551656049458579
0.00139337049884378	1.35245834326542e-05	0.02861423326955	9.14571785134118e-08	4.0938717280211e-05	4.10301744587244e-05	0.00818774345604219
0.00209005574826567	4.43475835262561e-05	0.061511337359198	9.83354082309129e-07	0.000189182231185854	0.000190165585268163	0.0378364462371707
0.00278674099768756	0.000101378553724946	0.103527349535257	5.13880557768093e-06	0.000535895605089763	0.000541034410667444	0.107179121017953
0.00348342624710945	0.000190000718258563	0.151618020446265	1.80501364693849e-05	0.00114940120620221	0.00116745134267159	0.229880241240441
0.00418011149653134	0.00031327317210094	0.202446362350752	4.90700401790925e-05	0.00204922648145261	0.0020982965216317	0.409845296290521
0.00487679674595322	0.00047192478694247	0.252619883619608	0.000111356502265348	0.00319084027999921	0.00330219678226456	0.638168055999842
0.00557348199537511	0.000664340433579188	0.298805358778792	0.000220674105844091	0.00446423212174612	0.00468490622759021	0.892846424349224
0.00667783068554482	0.00102877781993157	0.356264782081091	0.000529191901391578	0.00634622974756436	0.00687542164895594	1.26924594951287
0.00778217937571453	0.00144106572658891	0.385365494672574	0.00103833521417461	0.00742532822421188	0.00846366343838649	1.48506564484238
0.00888652806588424	0.00186624834328562	0.37939588114457	0.00174144143940815	0.00719706173147322	0.00893850317088137	1.43941234629464
0.00999087675605395	0.00226486939120277	0.336001714632709	0.00256481667960361	0.00564485761180603	0.00820967429140965	1.12897152236121
0.0110952254462237	0.00259580563438269	0.257246355639969	0.00336910344574646	0.00330878437450228	0.00667788782024874	0.661756874900456
0.0121995741363934	0.0028229026695795	0.150218221871621	0.00398438974095954	0.00112827570911357	0.00511266545007311	0.225655141822714
0.0133039228265631	0.00292052474479785	0.025118994977113	0.00426473239248827	3.15481954330114e-05	0.00429628058792128	0.00630963908660228
0.0144082715167328	0.00287602628027016	-0.105515934991243	0.00413576358240232	0.000556680626853806	0.00469244420925612	0.111336125370761
0.0156030892458265	0.00266883739575828	-0.23707197003366	0.00356134652249892	0.00281015594878203	0.00637150247128095	0.562031189756405
0.0167979069749202	0.00231958963916397	-0.342382134508747	0.00269024804705842	0.00586127630153828	0.00855152434859669	1.17225526030766
0.0179927247040139	0.00186715469699501	-0.408749222112661	0.00174313333125526	0.00835379632888526	0.0100969296601405	1.67075926577705
0.0191875424331076	0.00136188461653795	-0.428545317981357	0.000927364854381364	0.00918255447818711	0.0101099193325685	1.83651089563742
0.0203639159051446	0.000869077649719301	-0.400513444481592	0.000377647980620812	0.00802055096052548	0.00839819894114629	1.6041101921051
0.0215402893771816	0.00043556799151991	-0.330368812888213	9.48597376183442e-05	0.00545717762645834	0.00555203736407668	1.09143552529167
0.0227166628492186	0.000105209536660254	-0.227977679163317	5.53452330213269e-06	0.00259869110983461	0.00260422563313675	0.519738221966922
0.0238930363212556	-9.29770704692777e-05	-0.107223981766985	4.32236781652452e-06	0.000574849113298334	0.000579171481114858	0.114969822659667
0.0249093604354967	-0.000147376876350764	-0.000953999936692207	1.08599718414542e-05	4.55057939604367e-08	1.09054776354147e-05	9.10115879208735e-06
0.0259256845497378	-9.80810687166583e-05	0.0957114336764714	4.80994802030093e-06	0.00045803392682028	0.000462843874840581	0.0916067853640559
0.0269420086639788	4.0357542461986e-05	0.173239424240444	8.14365616785502e-07	0.00150059490555803	0.00150140927117482	0.300118981111607
0.0279583327782199	0.000244889223207832	0.224112304999131	2.99853658216678e-05	0.00251131626260117	0.00254130162842284	0.502263252520235
0.0289790057949858	0.00048664865127658	0.243257686658176	0.000118413454894657	0.00295871510591437	0.00307712856080903	0.591743021182874
0.0299996788117516	0.000730309275277132	0.22890803037246	0.000266675818777905	0.00261994431844995	0.00288662013722786	0.523988863689991
0.0310203518285175	0.000942623960589587	0.182886854613176	0.0004442699655388	0.00167238007951505	0.00211665004505385	0.33447601590301
0.0320410248452834	0.00109426985042762	0.110239297126024	0.000598713252777441	0.000607635131541988	0.00120634838431943	0.121527026308398
0.0329740249985847	0.00115934444099318	0.0272049064087143	0.00067203976643089	3.70053466353453e-05	0.000709045113066235	0.00740106932706907
0.033907025151886	0.0011425502689298	-0.0639053248327308	0.000652710558515782	0.000204194527098842	0.000856905085614624	0.0408389054197683
0.0348400253051873	0.00104009737583967	-0.155018563742649	0.000540901275614286	0.00120153775524169	0.00174243903085597	0.240307551048338
0.0357730254584886	0.000855765288507649	-0.238070133332489	0.00036616711450729	0.00283386941924746	0.00320003653375475	0.566773883849492
0.0366754620158984	0.000609850476274143	-0.303548466001406	0.0001859588017059	0.00460708356059032	0.00479304236229622	0.921416712118065
0.0375778985733083	0.000313910109509566	-0.34873001841445	4.92697784261539e-05	0.00608063128716713	0.00612990106559328	1.21612625743343
0.0384803351307181	-1.19938444508249e-05	-0.369678834915963	7.19261523552914e-08	0.0068331220492412	0.00683319397539356	1.36662440984824
0.0393827716881279	-0.00034528550217664	-0.364382109088937	5.96110390066873e-05	0.00663871607120511	0.00669832711021179	1.32774321424102
0.0402852082455377	-0.000661964271004019	-0.332818865707765	0.000219098348042941	0.00553841986855017	0.00575751821659311	1.10768397371003
0.0411876448029475	-0.000938859716630863	-0.277261164987587	0.000440728783756092	0.0038436876805137	0.00428441646426979	0.768737536102739
0.0420900813603573	-0.00115615716623766	-0.201760244041995	0.000668349696521354	0.00203535980379428	0.00270370950031563	0.407071960758855
